ebird_code_v2022,scientific_name
yetwoo2,Melanerpes cruentatus
yefwoo1,Melanerpes flavifrons
gonwoo1,Melanerpes chrysauchen
beawoo2,Melanerpes pulcher
blcwoo1,Melanerpes pucherani
whfwoo1,Melanerpes cactorum
hiswoo1,Melanerpes striatus
jamwoo1,Melanerpes radiolatus
gocwoo1,Melanerpes chrysogenys
grbwoo1,Melanerpes hypopolius
yucwoo,Melanerpes pygmaeus
recwoo1,Melanerpes rubricapillus
gilwoo,Melanerpes uropygialis
hofwoo1,Melanerpes hoffmannii
gofwoo,Melanerpes aurifrons
gofwoo2,Melanerpes aurifrons [santacruzi Group]
rebwoo,Melanerpes carolinus
weiwoo1,Melanerpes superciliaris
wilsap,Sphyrapicus thyroideus
yebsap,Sphyrapicus varius
rensap,Sphyrapicus nuchalis
rebsap,Sphyrapicus ruber
cugwoo1,Xiphidiopicus percussus
buswoo1,Campethera nivosa
brewoo1,Campethera caroli
growoo1,Geocolaptes olivaceus
fiswoo1,Campethera punctuligera
benwoo1,Campethera bennettii
nubwoo1,Campethera nubica
gotwoo1,Campethera abingoni
knywoo1,Campethera notata
grbwoo2,Campethera cailliautii
ligwoo1,Campethera maculosa
sulwoo2,Yungipicus temminckii
bncwoo3,Yungipicus nanus
gycwoo1,Yungipicus canicapillus
phiwoo1,Yungipicus maculatus
bncwoo2,Yungipicus moluccensis
pygwoo1,Yungipicus kizuki
ettwoo1,Picoides tridactylus
attwoo1,Picoides dorsalis
bkbwoo,Picoides arcticus
arawoo1,Dendrocoptes dorae
brfwoo1,Dendrocoptes auriceps
miswoo1,Dendrocoptes medius
yecwoo1,Leiopicus mahrattensis
beawoo1,Chloropicus namaquus
gocwoo3,Chloropicus xantholophus
fibwoo1,Chloropicus pyrrhogaster
ligwoo3,Chloropicus elachus
spbwoo2,Chloropicus poecilolaemus
abywoo1,Chloropicus abyssinicus
carwoo1,Chloropicus fuscescens
gabwoo1,Chloropicus gabonensis
melwoo1,Chloropicus lugubris
ellwoo1,Chloropicus elliotii
grywoo1,Chloropicus goertae
gyhwoo1,Chloropicus spodocephalus
oliwoo2,Chloropicus griseocephalus
brbwoo1,Chloropicus obsoletus
nutwoo,Dryobates nuttallii
labwoo,Dryobates scalaris
dowwoo,Dryobates pubescens
crbwoo3,Dryobates cathpharius
leswoo1,Dryobates minor
litwoo2,Dryobates passerinus
dofwoo1,Dryobates frontalis
whswoo2,Dryobates spilogaster
chewoo3,Dryobates mixtus
strwoo6,Dryobates lignarius
scbwoo3,Dryobates callonotus
yevwoo1,Dryobates dignus
babwoo2,Dryobates nigriceps
blcwoo3,Dryobates sanguineus
rerwoo1,Dryobates kirkii
reswoo1,Dryobates affinis
gocwoo2,Dryobates cassini
yeewoo1,Dryobates maculifrons
recwoo,Dryobates borealis
smbwoo1,Dryobates fumigatus
ariwoo,Dryobates arizonae
strwoo,Dryobates stricklandi
haiwoo,Dryobates villosus
whhwoo,Dryobates albolarvatus
rubwoo1,Dendrocopos hyperythrus
fubwoo2,Dendrocopos macei
frbwoo1,Dendrocopos analis
stbwoo4,Dendrocopos atratus
darwoo1,Dendrocopos darjellensis
himwoo1,Dendrocopos himalayensis
sinwoo1,Dendrocopos assimilis
syrwoo1,Dendrocopos syriacus
whwwoo1,Dendrocopos leucopterus
grswoo,Dendrocopos major
okiwoo1,Dendrocopos noguchii
whbwoo1,Dendrocopos leucotos
ruwwoo1,Piculus simplex
stcwoo1,Piculus callopterus
whtwoo2,Piculus leucolaemus
litwoo1,Piculus litae
yetwoo1,Piculus flavigula
gogwoo1,Piculus chrysochloros
whbwoo7,Piculus aurulentus
goowoo1,Colaptes rubiginosus
grcwoo1,Colaptes auricularis
goowoo3,Colaptes rubiginosus aeruginosus
crmwoo2,Colaptes rivolii
blnwoo1,Colaptes atricollis
spbwoo1,Colaptes punctigula
grbwoo3,Colaptes melanochloros
norfli,Colaptes auratus
gilfli,Colaptes chrysoides
ferfli1,Colaptes fernandinae
chifli1,Colaptes pitius
andfli1,Colaptes rupicola
camfli1,Colaptes campestris
cinwoo1,Celeus loricatus
wavwoo1,Celeus undatus
scbwoo5,Celeus grammicus
chcwoo1,Celeus castaneus
chewoo2,Celeus elegans
pacwoo1,Celeus lugubris
blcwoo4,Celeus flavescens
blcwoo5,Celeus ochraceus
crcwoo2,Celeus flavus
ruhwoo1,Celeus spectabilis
caawoo1,Celeus obrieni
rinwoo1,Celeus torquatus
helwoo1,Celeus galeatus
blbwoo3,Dryocopus schulzii
linwoo1,Dryocopus lineatus
pilwoo,Dryocopus pileatus
whbwoo2,Dryocopus javensis
andwoo1,Dryocopus hodgei
blawoo1,Dryocopus martius
powwoo1,Campephilus pollens
crbwoo1,Campephilus haematogaster
renwoo1,Campephilus rubricollis
robwoo1,Campephilus robustus
crcwoo1,Campephilus melanoleucos
pabwoo1,Campephilus guatemalensis
guawoo2,Campephilus gayaquilensis
crbwoo2,Campephilus leucopogon
magwoo1,Campephilus magellanicus
ivbwoo,Campephilus principalis
banwoo2,Chrysophlegma miniaceum
chtwoo1,Chrysophlegma mentale
greyel1,Chrysophlegma flavinucha
lesyel1,Picus chlorolophus
crwwoo1,Picus puniceus
stbwoo3,Picus viridanus
lacwoo1,Picus vittatus
sttwoo1,Picus xanthopygaeus
scbwoo1,Picus squamatus
japwoo1,Picus awokera
eugwoo2,Picus viridis
grnwoo3,Picus sharpei
levwoo1,Picus vaillantii
recwoo2,Picus rabieri
blhwoo1,Picus erythropygius
gyfwoo1,Picus canus
gyhwoo4,Picus canus dedemi
himfla1,Dinopium shorii
comfla1,Dinopium javanense
sptfla1,Dinopium everetti
bkrfla1,Dinopium benghalense
bkrfla2,Dinopium psarodes
busfla1,Chrysocolaptes lucidus
luzfla1,Chrysocolaptes haematribon
yeffla1,Chrysocolaptes xanthocephalus
rehfla1,Chrysocolaptes erythrocephalus
javfla1,Chrysocolaptes strictus
grefla1,Chrysocolaptes guttacristatus
crbfla1,Chrysocolaptes stricklandi
whnwoo1,Chrysocolaptes festivus
pahwoo1,Gecinulus grantia
bamwoo1,Gecinulus viridis
olbwoo2,Dinopium rafflesii
marwoo1,Blythipicus rubiginosus
baywoo1,Blythipicus pyrrhotis
orbwoo1,Reinwardtipicus validus
rufwoo2,Micropternus brachyurus
burwoo1,Meiglyptes tristis
babwoo3,Meiglyptes jugularis
bunwoo1,Meiglyptes tukki
ashwoo1,Mulleripicus fulvus
soowoo1,Mulleripicus funebris
sousow1,Mulleripicus fuliginosus
grswoo1,Mulleripicus pulverulentus
relser1,Cariama cristata
bllser1,Chunga burmeisteri
blacar1,Daptrius ater
retcar2,Ibycter americanus
carcar1,Daptrius carunculatus
moucar1,Daptrius megalopterus
whtcar1,Daptrius albogularis
strcar1,Daptrius australis
y00678,Caracara plancus
yehcar1,Daptrius chimachima
chicar1,Daptrius chimango
laufal1,Herpetotheres cachinnans
baffal1,Micrastur ruficollis
plffal1,Micrastur plumbeus
liffal1,Micrastur gilvicollis
cryfof1,Micrastur mintoni
sbffal1,Micrastur mirandollei
coffal1,Micrastur semitorquatus
buffal1,Micrastur buckleyi
spwfal2,Spiziapteryx circumcincta
pygfal1,Polihierax semitorquatus
whrfal1,Neohierax insignis
colfal1,Microhierax caerulescens
bltfal1,Microhierax fringillarius
whffal1,Microhierax latifrons
phifal1,Microhierax erythrogenys
piefal2,Microhierax melanoleucos
leskes1,Falco naumanni
eurkes,Falco tinnunculus
eurkes1,Falco rupicolus
madkes1,Falco newtoni
spokes1,Falco moluccensis
auskes1,Falco cenchroides
amekes,Falco sparverius
foxkes1,Falco alopex
grykes1,Falco ardosiaceus
bankes1,Falco zoniventris
renfal1,Falco chicquera
reffal1,Falco vespertinus
amufal1,Falco amurensis
elefal1,Falco eleonorae
soofal1,Falco concolor
aplfal,Falco femoralis
merlin,Falco columbarius
batfal1,Falco rufigularis
orbfal1,Falco deiroleucus
eurhob,Falco subbuteo
afrhob1,Falco cuvierii
orihob1,Falco severus
aushob1,Falco longipennis
nezfal1,Falco novaeseelandiae
brofal1,Falco berigora
gryfal1,Falco hypoleucos
lanfal1,Falco biarmicus
lagfal1,Falco jugger
sakfal1,Falco cherrug
gyrfal,Falco rusticolus
prafal,Falco mexicanus
perfal,Falco peregrinus
taifal1,Falco fasciinucha
kakapo2,Strigops habroptila
kea1,Nestor notabilis
nezkak1,Nestor meridionalis
cockat,Nymphicus hollandicus
rtbcoc1,Calyptorhynchus banksii
glbcoc1,Calyptorhynchus lathami
ytbcoc1,Zanda funerea
whtblc1,Zanda baudinii
slbblc1,Zanda latirostris
palcoc1,Probosciger aterrimus
gagcoc1,Callocephalon fimbriatum
galah,Eolophus roseicapilla
pincoc1,Lophochroa leadbeateri
lobcor1,Cacatua tenuirostris
wescor1,Cacatua pastinator
litcor2,Cacatua sanguinea
duccoc1,Cacatua ducorpsii
succoc,Cacatua galerita
blecoc1,Cacatua ophthalmica
grepar,Psittacus erithacus
grypar1,Psittacus erithacus timneh/princeps
refpar5,Poicephalus gulielmi
yefpar4,Poicephalus flavifrons
brnpar1,Poicephalus fuscicollis
bnnpar2,Poicephalus robustus
meypar1,Poicephalus meyeri
ruepar1,Poicephalus rueppellii
brhpar2,Poicephalus cryptoxanthus
senpar,Poicephalus senegalus
rebpar1,Poicephalus rufiventris
litpar2,Touit batavicus
scspar1,Touit huetii
bufpar1,Touit dilectissimus
sarpar2,Touit purpuratus
brbpar1,Touit melanonotus
gotpar2,Touit surdus
spwpar2,Touit stictopterus
gyhpar1,Psilopsiagon aymara
moupar2,Psilopsiagon aurifrons
barpar1,Bolborhynchus lineola
rufpar1,Bolborhynchus ferrugineifrons
andpar1,Bolborhynchus orbygnesius
teppar1,Nannopsittaca panychlora
monpar,Myiopsitta monachus
monpar2,Myiopsitta monachus luchsi
tuipar1,Brotogeris sanctithomae
plapar1,Brotogeris tirica
whwpar,Brotogeris versicolurus
yecpar,Brotogeris chiriri
gycpar1,Brotogeris pyrrhoptera
orcpar,Brotogeris jugularis
cowpar1,Brotogeris cyanoptera
gowpar2,Brotogeris chrysoptera
recpar3,Pionopsitta pileata
blbpar4,Triclaria malachitacea
brhpar1,Pyrilia haematotis
sahpar1,Pyrilia pyrilia
rofpar2,Pyrilia pulchra
orcpar2,Pyrilia barrabandi
caipar2,Pyrilia caica
balpar1,Pyrilia aurantiocephala
vulpar1,Pyrilia vulturina
rufpar2,Hapalopsittaca amazonina
inwpar1,Hapalopsittaca fuertesi
refpar2,Hapalopsittaca pyrrhops
blwpar1,Hapalopsittaca melanotis
duspar1,Pionus fuscus
rebpar2,Pionus sordidus
schpar1,Pionus maximiliani
spfpar1,Pionus tumultuosus
spfpar2,Pionus tumultuosus seniloides
blhpar1,Pionus menstruus
whcpar,Pionus senilis
brwpar1,Pionus chalcopterus
shtpar2,Graydidascalus brachyurus
yefpar5,Alipiopsitta xanthops
fespar1,Amazona festiva
vinpar1,Amazona vinacea
tucpar1,Amazona tucumana
respar2,Amazona pretrei
blbpar1,Amazona agilis
whfpar1,Amazona albifrons
yebpar1,Amazona collaria
cubpar1,Amazona leucocephala
hispar1,Amazona ventralis
licpar,Amazona finschi
relpar,Amazona autumnalis
relpar4,Amazona autumnalis diadema
recpar,Amazona viridigenalis
yelpar1,Amazona xantholora
blcpar2,Amazona dufresniana
rebpar7,Amazona rhodocorytha
renpar1,Amazona arausiaca
yehpar,Amazona oratrix
yenpar1,Amazona auropalliata
ywcpar,Amazona ochrocephala
bufpar,Amazona aestiva
scnpar1,Amazona mercenarius
meapar1,Amazona farinosa guatemalae/virenticeps
meapar,Amazona farinosa
kawpar1,Amazona kawalli
imppar1,Amazona imperialis
retpar1,Amazona brasiliensis
orwpar,Amazona amazonica
dubpar1,Forpus modestus
mexpar1,Forpus cyanopygius
buwpar2,Forpus crassirostris
buwpar1,Forpus spengeli
buwpar3,Forpus xanthopterygius
grrpar1,Forpus passerinus
spepar1,Forpus conspicillatus
pacpar2,Forpus coelestis
yefpar2,Forpus xanthops
blhpar4,Pionites melanocephalus
whbpar1,Pionites leucogaster
refpar3,Deroptyus accipitrinus
bltpar2,Pyrrhura cruentata
blwpar2,Pyrrhura devillei
mabpar,Pyrrhura frontalis
peapar1,Pyrrhura lepida
crbpar1,Pyrrhura perlata
gncpar,Pyrrhura molinae
pfrpar1,Pyrrhura pfrimeri
gybpar1,Pyrrhura griseipectus
mafpar3,Pyrrhura leucotis
paipar1,Pyrrhura picta
paipar6,Pyrrhura picta emma
sanpar2,Pyrrhura amazonum
bonpar1,Pyrrhura lucianii
rofpar3,Pyrrhura roseifrons
sampar1,Pyrrhura viridicata
fispar1,Pyrrhura egregia
matpar2,Pyrrhura melanura
elopar1,Pyrrhura orcesi
whnpar1,Pyrrhura albipectus
blcpar1,Pyrrhura rupicola
brbpar2,Pyrrhura calliptera
reepar1,Pyrrhura hoematotis
rohpar1,Pyrrhura rhodocephala
suwpar1,Pyrrhura hoffmanni
auspar1,Enicognathus ferrugineus
slbpar1,Enicognathus leptorhynchus
burpar,Cyanoliseus patagonus
hyamac1,Anodorhynchus hyacinthinus
indmac1,Anodorhynchus leari
thbpar,Rhynchopsitta pachyrhyncha
mafpar1,Rhynchopsitta terrisi
oltpar1,Eupsittula nana
orfpar,Eupsittula canicularis
pefpar1,Eupsittula aurea
brtpar1,Eupsittula pertinax
cacpar1,Eupsittula cactorum
duhpar,Aratinga weddellii
bkhpar,Aratinga nenday
subpar1,Aratinga maculata
janpar1,Aratinga jandaya
gocpar2,Aratinga auricapillus
rebmac2,Orthopsittaca manilatus
buhmac1,Primolius couloni
yecmac,Primolius auricollis
buwmac1,Primolius maracana
baymac,Ara ararauna
chfmac1,Ara severus
milmac,Ara militaris
scamac1,Ara macao
ragmac1,Ara chloropterus
goppar1,Leptosittaca branickii
yeepar1,Ognorhynchus icterotis
golpar3,Guaruba guarouba
resmac2,Diopsittaca nobilis
bucpar,Thectocercus acuticaudatus
grnpar,Psittacara holochlorus
grnpar2,Psittacara brevipes
grnpar3,Psittacara holochlorus rubritorquis
pacpar1,Psittacara strenuus
scfpar1,Psittacara wagleri
scfpar3,Psittacara wagleri frontatus/minor
mitpar,Psittacara mitratus
rempar,Psittacara erythrogenys
crfpar,Psittacara finschi
whepar2,Psittacara leucophthalmus
cubpar2,Psittacara euops
hispar,Psittacara chloropterus
pespar1,Psittrichas fulgidus
vaspar1,Coracopsis vasa
blapar1,Coracopsis nigra
levpar1,Coracopsis nigra sibilans
seypar1,Coracopsis barklyi
ycppar1,Micropsitta keiensis
geppar1,Micropsitta geelvinkiana
bfppar1,Micropsitta pusio
fippar1,Micropsitta finschii
rbppar1,Micropsitta bruijnii
suppar1,Polytelis swainsonii
regpar1,Polytelis anthopeplus
alepar1,Polytelis alexandrae
pakpar1,Alisterus chloropterus
aukpar1,Alisterus scapularis
rewpar1,Aprosmictus erythropterus
mirtai1,Prioniturus waterstradti
luzrat1,Prioniturus montanus
bhrtai1,Prioniturus platenae
bcrtai1,Prioniturus discurus
eclpar,Eclectus roratus
recpar2,Geoffroyus geoffroyi
blcpar3,Geoffroyus simplex
sinpar1,Geoffroyus heteroclitus
blrpar1,Psittinus cyanurus
blnpar1,Tanygnathus lucionensis
azrpar1,Tanygnathus sumatranus
gyhpar2,Psittacula finschii
slhpar1,Psittacula himalayana
blhpar3,Psittacula roseata
plhpar1,Psittacula cyanocephala
rebpar4,Psittacula alexandri
lotpar2,Psittacula longicauda
malpar1,Psittacula columboides
laypar1,Psittacula calthrapae
alepar2,Psittacula eupatria
rorpar,Psittacula krameri
maupar1,Psittacula eques
brtpar2,Psittacella brehmii
patpar1,Psittacella picta
motpar1,Psittacella modesta
rerpar1,Psephotus haematonotus
bluebo1,Northiella haematogaster
bluebo4,Northiella narethae
mulpar1,Psephotus varius
hoopar1,Psephotus dissimilis
gospar1,Psephotus chrysopterygius
recpar1,Purpureicephalus spurius
greros2,Platycercus caledonicus
criros2,Platycercus elegans
norros1,Platycercus venustus
pahros1,Platycercus adscitus
easros1,Platycercus eximius
wesros1,Platycercus icterotis
polpar1,Barnardius zonarius
swipar1,Lathamus discolor
crspar1,Prosopeia splendens
maspar2,Prosopeia personata
respar1,Prosopeia tabuensis
horpar2,Eunymphicus cornutus
necpar1,Cyanoramphus saisseti
chipar1,Cyanoramphus forbesi
noipar1,Cyanoramphus cookii
yefpar3,Cyanoramphus auriceps
malpar2,Cyanoramphus malherbi
refpar4,Cyanoramphus novaezelandiae
gropar1,Pezoporus wallicus
nigpar2,Pezoporus occidentalis
boupar2,Neophema bourkii
blwpar3,Neophema chrysostoma
elepar1,Neophema elegans
turpar1,Neophema pulchella
sccpar1,Neophema splendida
plflor1,Oreopsittacus arfaki
reflor2,Hypocharmosyna rubronotata
reflor1,Hypocharmosyna placentis
failor1,Charmosynopsis pulchella
joslor1,Charmosyna josefinae
paplor1,Charmosyna papou
paplor3,Charmosyna papou [stellae Group]
duclor1,Charmosynoides margarethae
meelor1,Vini meeki
pallor1,Vini palmarum
collor1,Vini solitaria
blclor2,Vini australis
ultlor1,Vini ultramarina
kuhlor1,Vini kuhlii
blulor1,Vini peruviana
yeblor2,Neopsittacus musschenbroekii
orblor1,Neopsittacus pullicauda
yeblor1,Lorius chlorocercus
publor1,Lorius hypoinochrous
blclor1,Lorius lory
varlor1,Psitteuteles versicolor
puclor1,Parvipsitta porphyrocephala
litlor1,Parvipsitta pusilla
duslor1,Pseudeos fuscata
carlor1,Pseudeos cardinalis
brolor1,Chalcopsitta duivenbodei
blalor1,Chalcopsitta atra
yeslor1,Chalcopsitta scintillata
gollor1,Glossoptilus goldiei
muslor1,Glossopsitta concinna
yaglor2,Saudareos meyeri
ornlor1,Saudareos ornatus
pohlor1,Trichoglossus rubiginosus
scblor1,Trichoglossus chlorolepidotus
railor7,Trichoglossus rubritorquis
olhlor1,Trichoglossus euteles
railor3,Trichoglossus forsteni
budger,Melopsittacus undulatus
lafpar1,Psittaculirostris desmarestii
edfpar1,Psittaculirostris edwardsii
safpar1,Psittaculirostris salvadorii
obfpar1,Cyclopsitta gulielmitertii
vehpar1,Loriculus vernalis
cehpar1,Loriculus beryllinus
phihap1,Loriculus philippensis
bchpar1,Loriculus galgulus
suhpar1,Loriculus stigmatus
mohpar1,Loriculus amabilis
sulhap1,Loriculus sclateri
sahpar2,Loriculus catamene
paphap1,Loriculus aurantiifrons
pyghap1,Loriculus exilis
gyhlov1,Agapornis canus
rehlov1,Agapornis pullarius
blwlov1,Agapornis taranta
peflov,Agapornis roseicollis
fislov1,Agapornis fischeri
yeclov,Agapornis personatus
lillov1,Agapornis lilianae
blclov1,Agapornis nigrigenis
riflem1,Acanthisitta chloris
soiwre1,Xenicus gilviventris
sapayo1,Sapayoa aenigma
schasi1,Philepitta schlegeli
velasi1,Philepitta castanea
sunasi1,Neodrepanis coruscans
yebasi1,Neodrepanis hypoxantha
grabro1,Pseudocalyptomena graueri
lotbro1,Psarisomus dalhousiae
dusbro1,Corydon sumatranus
visbro1,Sarcophanops samarensis
watbro1,Sarcophanops steerii
sibbro1,Serilophus lunatus
barbro1,Cymbirhynchus macrorhynchos
banbro1,Eurylaimus javanicus
baybro1,Eurylaimus ochromalus
gyhbro1,Smithornis sharpei
rusbro1,Smithornis rufolateralis
afrbro1,Smithornis capensis
grebro1,Calyptomena viridis
whibro1,Calyptomena whiteheadi
earpit1,Hydrornis phayrei
giapit1,Hydrornis caeruleus
runpit1,Hydrornis oatesi
schpit1,Hydrornis schneideri
blnpit1,Hydrornis nipalensis
blrpit1,Hydrornis soror
banpit3,Hydrornis irena
banpit4,Hydrornis schwaneri
blhpit1,Hydrornis baudii
blupit1,Hydrornis cyaneus
babpit1,Hydrornis elliotii
rebpit1,Erythropitta erythrogaster
sulpit3,Erythropitta celebensis
siapit1,Erythropitta palliceps
molpit1,Erythropitta rufiventris
sompit1,Erythropitta rubrinucha
pappit1,Erythropitta macklotii
loupit1,Erythropitta meeki
neipit1,Erythropitta novaehibernicae
blcpit1,Erythropitta venusta
garpit1,Erythropitta granatina
bkhpit1,Erythropitta ussheri
blbpit1,Erythropitta arquata
afrpit1,Pitta angolensis
grbpit1,Pitta reichenowi
indpit1,Pitta brachyura
blwpit1,Pitta moluccensis
manpit1,Pitta megarhyncha
hoopit2,Pitta sordida
faipit1,Pitta nympha
noipit1,Pitta versicolor
ivbpit1,Pitta maxima
elepit2,Pitta concinna
elepit7,Pitta elegans
elepit6,Pitta vigorsii
blfpit1,Pitta anerythra
azbpit1,Pitta steerii
suppit1,Pitta superba
raipit1,Pitta iris
tatlea1,Sclerurus mexicanus
soalea1,Sclerurus obscurior
shblea1,Sclerurus rufigularis
sctlea1,Sclerurus guatemalensis
bltlea1,Sclerurus caudacutus
grtlea1,Sclerurus albigularis
rublea1,Sclerurus scansor
coamin1,Geositta peruviana
slbmin1,Geositta tenuirostris
commin1,Geositta cunicularia
punmin1,Geositta punensis
cammin2,Geositta poeciloptera
thbmin1,Geositta crassirostris
rubmin1,Geositta rufipennis
gramin1,Geositta maritima
shbmin1,Geositta antarctica
dawmin1,Geositta saxicolina
sptwoo1,Certhiasomus stictolaemus
oliwoo1,Sittasomus griseicapillus
lotwoo1,Deconychura longicauda
tyrwoo1,Dendrocincla tyrannina
whcwoo1,Dendrocincla merula
rudwoo1,Dendrocincla homochroa
tawwoo1,Dendrocincla anabatina
plbwoo1,Dendrocincla fuliginosa
plwwoo1,Dendrocincla turdina
webwoo1,Glyphorynchus spirurus
citwoo1,Dendrexetastes rufigula
lobwoo1,Nasica longirostris
nobwoo1,Dendrocolaptes sanctithomae
amabaw1,Dendrocolaptes certhia
blbwoo1,Dendrocolaptes picumnus
hofwoo2,Dendrocolaptes hoffmannsi
plawoo1,Dendrocolaptes platyrostris
babwoo1,Hylexetastes stresemanni
rebwoo1,Hylexetastes perrotii
uniwoo1,Hylexetastes uniformis
rebwoo4,Hylexetastes uniformis brigidai
stbwoo1,Xiphocolaptes promeropirhynchus
mouwoo1,Xiphocolaptes falcirostris
whtwoo1,Xiphocolaptes albicollis
grrwoo1,Xiphocolaptes major
strwoo2,Xiphorhynchus obsoletus
leswoo2,Xiphorhynchus fuscus
leswoo4,Xiphorhynchus atlanticus
chrwoo1,Xiphorhynchus pardalotus
ocewoo1,Xiphorhynchus ocellatus
ocewoo2,Xiphorhynchus ocellatus [chunchotambo Group]
elewoo1,Xiphorhynchus elegans
spiwoo1,Xiphorhynchus spixii
butwoo1,Xiphorhynchus guttatus
cocwoo1,Xiphorhynchus susurrans
ivbwoo1,Xiphorhynchus flavigaster
blswoo1,Xiphorhynchus lachrymosus
spowoo1,Xiphorhynchus erythropygius
olbwoo1,Xiphorhynchus triangularis
stbwoo2,Dendroplex picus
zimwoo2,Dendroplex kienerii
rebscy1,Campylorhamphus trochilirostris
blbscy1,Campylorhamphus falcularius
cubscy1,Campylorhamphus procurvoides
brbscy1,Campylorhamphus pusillus
grescy1,Drymotoxeres pucheranii
scbwoo4,Drymornis bridgesii
whswoo1,Lepidocolaptes leucogaster
sthwoo1,Lepidocolaptes souleyetii
nabwoo1,Lepidocolaptes angustirostris
spcwoo1,Lepidocolaptes affinis
monwoo1,Lepidocolaptes lacrymiger
scawoo1,Lepidocolaptes squamatus
scawoo2,Lepidocolaptes falcinellus
linwoo3,Lepidocolaptes albolineatus
linwoo4,Lepidocolaptes duidae
inawoo1,Lepidocolaptes fatimalimae
ducwoo1,Lepidocolaptes fuscicapillus
slbxen1,Xenops tenuirostris
plaxen1,Xenops minutus
strxen1,Xenops rutilans
potpal1,Berlepschia rikeri
rutxen1,Microxenops milleri
whttre2,Pygarrhichas albogularis
stbear2,Ochetorhynchus ruficaudus
rocear1,Ochetorhynchus andaecola
batear1,Ochetorhynchus phoenicurus
crachi1,Ochetorhynchus melanurus
buftuf1,Pseudocolaptes lawrencii
buftuf3,Pseudocolaptes johnsoni
strtuf1,Pseudocolaptes boissonneautii
ruwbar1,Premnornis guttuliger
bolear1,Tarphonomus harterti
chaear1,Tarphonomus certhioides
wibhor1,Furnarius figulus
palhor2,Furnarius leucopus
palhor4,Furnarius leucopus cinnamomeus
palhor5,Furnarius leucopus longirostris/endoecus
pabhor2,Furnarius torridus
leshor1,Furnarius minor
rufhor2,Furnarius rufus
crehor1,Furnarius cristatus
shtstr1,Lochmias nematura
wrlrus1,Phleocryptes melanops
cubree1,Limnornis curvirostris
strear1,Geocerthia serrana
sctear1,Upucerthia dumetaria
pafear1,Upucerthia saturatior
bubear2,Upucerthia validirostris
lotcin1,Cinclodes pabsti
blacin1,Cinclodes antarcticus
buwcin1,Cinclodes fuscus
corcin1,Cinclodes comechingonus
chwcin1,Cinclodes albidiventris
crwcin1,Cinclodes albiventris
